"","agem","quartiers","SES","famille","mold"
"1799",49,102990,3459,1799,454
"1800",51,102990,3572,1800,454
"1801",40,103331,3203,1801,454
"1802",44,103331,3572,1802,454
"1803",45,103331,3572,1803,454
"1804",48,103331,3204,1804,454
"1805",50,103331,4026,1805,454
"1806",36,103460,3118,1806,398
"1807",38,103460,3062,1807,398
"1808",40,103460,3374,1808,398
"1809",42,103460,3714,1809,398
"1810",43,103460,3232,1810,398
"1811",40,104033,3685,1811,448
"1812",41,104033,3487,1812,448
"1813",46,104033,3374,1813,448
"1814",47,104033,3827,1814,448
"1815",50,104033,377,1815,448
"1816",36,104392,271,1816,406
"1817",38,104392,318,1817,406
"1818",41,104392,3487,1818,406
"1819",43,104392,316,1819,406
"1820",45,104392,3374,1820,406
"1821",36,104522,275,1821,414
"1822",39,104522,3147,1822,414
"1823",43,104522,2977,1823,414
"1824",44,104522,3033,1824,414
"1825",45,104522,3118,1825,414
"1826",47,104695,343,1826,506
"1827",48,104695,2835,1827,506
"1828",50,104695,3572,1828,506
"1829",53,104695,292,1829,506
"1830",55,104695,3969,1830,506
"1831",37,105727,3062,1831,432
"1832",41,105727,3515,1832,432
"1833",45,105727,3062,1833,432
"1834",46,105727,2807,1834,432
"1835",47,105727,3317,1835,432
"1836",38,106116,3544,1836,418
"1837",39,106116,3771,1837,418
"1838",41,106116,3317,1838,418
"1839",44,106116,3289,1839,418
"1840",47,106116,2977,1840,418
"1841",40,106269,2863,1841,446
"1842",43,106269,275,1842,446
"1843",45,106269,2778,1843,446
"1844",46,106269,3005,1844,446
"1845",49,106269,2892,1845,446
"1846",44,106341,207,1846,476
"1847",45,106341,2665,1847,476
"1848",47,106341,2552,1848,476
"1849",48,106341,2637,1849,476
"1850",54,106341,2495,1850,476
"1851",36,106712,2778,1851,39
"1852",38,106712,3515,1852,39
"1853",39,106712,3232,1853,39
"1854",40,106712,2778,1854,39
"1855",42,106712,3856,1855,39
"1856",40,106835,34,1856,444
"1857",41,106835,315,1857,444
"1858",44,106835,33,1858,444
"1859",46,106835,356,1859,444
"1860",51,106835,365,1860,444
"1861",36,107788,3345,1861,40
"1862",39,107788,3232,1862,40
"1863",40,107788,3345,1863,40
"1864",41,107788,292,1864,40
"1865",44,107788,3345,1865,40
"1866",37,107844,275,1866,402
"1867",38,107844,2438,1867,402
"1868",40,107844,326,1868,402
"1869",42,107844,3289,1869,402
"1870",44,107844,3147,1870,402
"1871",35,107893,3345,1871,374
"1872",36,107893,3232,1872,374
"1873",37,107893,309,1873,374
"1874",39,107893,3062,1874,374
"1875",40,107893,3799,1875,374
"1876",38,108443,3175,1876,436
"1877",40,108443,3714,1877,436
"1878",45,108443,4167,1878,436
"1879",47,108443,3345,1879,436
"1880",48,108443,3629,1880,436
"1881",33,108883,3544,1881,39
"1882",37,108883,3912,1882,39
"1883",38,108883,2977,1883,39
"1884",43,108883,3005,1884,39
"1885",44,108883,3345,1885,39
"1886",37,109000,3374,1886,406
"1887",40,109000,3204,1887,406
"1888",41,109000,292,1888,406
"1889",42,109000,3544,1889,406
"1890",43,109000,3487,1890,406
"1891",39,109187,3402,1891,442
"1892",42,109187,3119,1892,442
"1893",45,109187,309,1893,442
"1894",46,109187,3033,1894,442
"1895",49,109187,3544,1895,442
"1896",35,109209,326,1896,382
"1897",37,109209,318,1897,382
"1898",38,109209,36,1898,382
"1899",40,109209,3686,1899,382
"1900",41,109209,309,1900,382
"1901",41,109396,355,1901,436
"1902",42,109396,38,1902,436
"1903",44,109396,322,1903,436
"1904",45,109396,335,1904,436
"1905",46,109396,339,1905,436
"1906",38,109520,3062,1906,414
"1907",39,109520,2977,1907,414
"1908",40,109520,292,1908,414
"1909",44,109520,3629,1909,414
"1910",46,109520,3175,1910,414
"1911",44,109976,144,1911,466
"1912",45,109976,262,1912,466
"1913",46,109976,287,1913,466
"1914",47,109976,291,1914,466
"1915",51,109976,308,1915,466
"1916",48,110230,3827,1916,53
"1917",50,110230,3572,1917,53
"1918",53,110230,4111,1918,53
"1919",56,110230,4252,1919,53
"1920",58,110230,3487,1920,53
"1921",36,110401,203,1921,40
"1922",38,110401,2693,1922,40
"1923",40,110401,3374,1923,40
"1924",42,110401,309,1924,40
"1925",44,110401,304,1925,40
"1926",35,110438,268,1926,388
"1927",36,110438,282,1927,388
"1928",38,110438,331,1928,388
"1929",41,110438,289,1929,388
"1930",44,110438,395,1930,388
"1931",39,110618,2523,1931,434
"1932",43,110618,3147,1932,434
"1933",44,110618,2552,1933,434
"1934",45,110618,343,1934,434
"1935",46,110618,2495,1935,434
"1936",35,111005,343,1936,386
"1937",37,111005,3119,1937,386
"1938",39,111005,3657,1938,386
"1939",40,111005,343,1939,386
"1940",42,111005,3345,1940,386
"1941",44,111191,275,1941,468
"1942",45,111191,3175,1942,468
"1943",46,111191,3374,1943,468
"1944",48,111191,309,1944,468
"1945",51,111191,3204,1945,468
"1946",36,112636,291,1946,392
"1947",36,112636,32,1947,392
"1948",38,112636,34,1948,392
"1949",41,112636,356,1949,392
"1950",45,112636,361,1950,392
"1951",37,112895,3232,1951,42
"1952",41,112895,2637,1952,42
"1953",42,112895,3204,1953,42
"1954",44,112895,3204,1954,42
"1955",46,112895,3175,1955,42
"1956",44,112934,3118,1956,492
"1957",47,112934,3175,1957,492
"1958",50,112934,3515,1958,492
"1959",52,112934,3317,1959,492
"1960",53,112934,3175,1960,492
"1961",37,113033,2892,1961,398
"1962",39,113033,2268,1962,398
"1963",40,113033,3005,1963,398
"1964",41,113033,292,1964,398
"1965",42,113033,2608,1965,398
"1966",35,113691,3175,1966,406
"1967",39,113691,2807,1967,406
"1968",41,113691,3204,1968,406
"1969",43,113691,2948,1969,406
"1970",45,113691,3685,1970,406
"1971",37,114326,3005,1971,398
"1972",38,114326,3714,1972,398
"1973",39,114326,2892,1973,398
"1974",42,114326,275,1974,398
"1975",43,114326,3317,1975,398
"1976",33,114448,3005,1976,376
"1977",36,114448,4082,1977,376
"1978",38,114448,326,1978,376
"1979",40,114448,3317,1979,376
"1980",41,114448,2551,1980,376
"1981",36,114558,3657,1981,398
"1982",38,114558,3402,1982,398
"1983",40,114558,3714,1983,398
"1984",42,114558,3799,1984,398
"1985",43,114558,4281,1985,398
"1986",36,115160,2778,1986,382
"1987",37,115160,3005,1987,382
"1988",38,115160,2296,1988,382
"1989",39,115160,2892,1989,382
"1990",41,115160,3487,1990,382
"1991",35,115186,241,1991,39
"1992",36,115186,2637,1992,39
"1993",40,115186,2948,1993,39
"1994",41,115186,2353,1994,39
"1995",43,115186,2977,1995,39
"1996",35,115639,2977,1996,402
"1997",40,115639,292,1997,402
"1998",41,115639,2892,1998,402
"1999",42,115639,326,1999,402
"2000",43,115639,3062,2000,402
"2001",38,115670,3487,2001,40
"2002",39,115670,3062,2002,40
"2003",40,115670,3997,2003,40
"2004",41,115670,3317,2004,40
"2005",42,115670,3374,2005,40
"2006",40,115708,3997,2006,44
"2007",42,115708,292,2007,44
"2008",43,115708,3345,2008,44
"2009",45,115708,3629,2009,44
"2010",50,115708,377,2010,44
"2011",34,115829,292,2011,376
"2012",35,115829,3147,2012,376
"2013",38,115829,2948,2013,376
"2014",40,115829,2268,2014,376
"2015",41,115829,2722,2015,376
"2016",35,115954,3317,2016,398
"2017",36,115954,3345,2017,398
"2018",40,115954,3827,2018,398
"2019",43,115954,3884,2019,398
"2020",45,115954,3317,2020,398
"2021",40,116139,318,2021,434
"2022",40,116139,3315,2022,434
"2023",44,116139,282,2023,434
"2024",46,116139,3345,2024,434
"2025",47,116139,26,2025,434
"2026",38,116622,258,2026,428
"2027",40,116622,2948,2027,428
"2028",41,116622,275,2028,428
"2029",47,116622,2466,2029,428
"2030",48,116622,2353,2030,428
"2031",35,116811,30,2031,394
"2032",39,116811,292,2032,394
"2033",40,116811,245,2033,394
"2034",41,116811,212,2034,394
"2035",42,116811,236,2035,394
"2036",35,117203,377,2036,408
"2037",40,117203,343,2037,408
"2038",41,117203,3742,2038,408
"2039",43,117203,4196,2039,408
"2040",45,117203,3657,2040,408
"2041",36,117263,2608,2041,392
"2042",37,117263,2835,2042,392
"2043",38,117263,309,2043,392
"2044",40,117263,3289,2044,392
"2045",45,117263,3345,2045,392
"2046",34,117612,2551,2046,402
"2047",38,117612,3033,2047,402
"2048",42,117612,2268,2048,402
"2049",43,117612,3657,2049,402
"2050",44,117612,258,2050,402
"2051",34,117788,3062,2051,37
"2052",35,117788,2892,2052,37
"2053",37,117788,3119,2053,37
"2054",38,117788,2807,2054,37
"2055",41,117788,2977,2055,37
"2056",37,118061,2977,2056,402
"2057",38,118061,2863,2057,402
"2058",41,118061,2722,2058,402
"2059",42,118061,2892,2059,402
"2060",43,118061,326,2060,402
"2061",41,118858,3402,2061,438
"2062",42,118858,3345,2062,438
"2063",43,118858,3572,2063,438
"2064",46,118858,2807,2064,438
"2065",47,118858,2948,2065,438
"2066",37,119308,2665,2066,406
"2067",39,119308,325,2067,406
"2068",40,119308,393,2068,406
"2069",42,119308,386,2069,406
"2070",45,119308,347,2070,406
"2071",36,119323,36,2071,396
"2072",37,119323,355,2072,396
"2073",40,119323,365,2073,396
"2074",42,119323,324,2074,396
"2075",43,119323,2863,2075,396
"2076",37,119914,2523,2076,422
"2077",41,119914,3289,2077,422
"2078",43,119914,3827,2078,422
"2079",44,119914,3374,2079,422
"2080",46,119914,377,2080,422
"2081",34,120236,3203,2081,394
"2082",38,120236,313,2082,394
"2083",40,120236,3771,2083,394
"2084",42,120236,343,2084,394
"2085",43,120236,3402,2085,394
"2086",38,120802,342,2086,428
"2087",40,120802,3487,2087,428
"2088",43,120802,2835,2088,428
"2089",45,120802,4649,2089,428
"2090",48,120802,1984,2090,428
"2091",39,121306,2863,2091,434
"2092",40,121306,3317,2092,434
"2093",43,121306,292,2093,434
"2094",47,121306,3118,2094,434
"2095",48,121306,3289,2095,434
"2096",36,121464,3175,2096,406
"2097",38,121464,3232,2097,406
"2098",41,121464,3515,2098,406
"2099",42,121464,3686,2099,406
"2100",46,121464,326,2100,406
"2101",42,121471,3005,2101,474
"2102",45,121471,36,2102,474
"2103",47,121471,4338,2103,474
"2104",50,121471,3969,2104,474
"2105",53,121471,3742,2105,474
"2106",39,121637,275,2106,424
"2107",40,121637,19,2107,424
"2108",42,121637,3487,2108,424
"2109",45,121637,3232,2109,424
"2110",46,121637,323,2110,424
"2111",38,121652,239,2111,42
"2112",39,121652,287,2112,42
"2113",40,121652,337,2113,42
"2114",45,121652,309,2114,42
"2115",48,121652,3203,2115,42
"2116",41,121958,3912,2116,442
"2117",42,121958,4536,2117,442
"2118",44,121958,3941,2118,442
"2119",46,121958,4139,2119,442
"2120",48,121958,4026,2120,442
"2121",35,122136,279,2121,388
"2122",37,122136,33,2122,388
"2123",39,122136,3657,2123,388
"2124",41,122136,3345,2124,388
"2125",42,122136,338,2125,388
"2126",40,122609,3572,2126,452
"2127",45,122609,371,2127,452
"2128",46,122609,237,2128,452
"2129",47,122609,266,2129,452
"2130",48,122609,2778,2130,452
"2131",39,123022,3118,2131,438
"2132",41,123022,3033,2132,438
"2133",44,123022,3629,2133,438
"2134",47,123022,2892,2134,438
"2135",48,123022,326,2135,438
"2136",37,123251,2268,2136,408
"2137",39,123251,2438,2137,408
"2138",40,123251,2665,2138,408
"2139",43,123251,2693,2139,408
"2140",45,123251,3204,2140,408
"2141",42,123715,277,2141,474
"2142",47,123715,33,2142,474
"2143",48,123715,2722,2143,474
"2144",49,123715,346,2144,474
"2145",51,123715,297,2145,474
"2146",40,123731,3118,2146,446
"2147",42,123731,4281,2147,446
"2148",44,123731,3005,2148,446
"2149",47,123731,3005,2149,446
"2150",50,123731,3147,2150,446
"2151",41,124137,313,2151,47
"2152",46,124137,314,2152,47
"2153",48,124137,179,2153,47
"2154",49,124137,2948,2154,47
"2155",51,124137,351,2155,47
"2156",42,124409,24,2156,476
"2157",46,124409,309,2157,476
"2158",48,124409,284,2158,476
"2159",50,124409,2722,2159,476
"2160",52,124409,284,2160,476
"2161",39,124856,498,2161,432
"2162",41,124856,4338,2162,432
"2163",42,124856,465,2163,432
"2164",46,124856,479,2164,432
"2165",48,124856,411,2165,432
"2166",44,124973,3289,2166,49
"2167",46,124973,3572,2167,49
"2168",50,124973,3629,2168,49
"2169",51,124973,3402,2169,49
"2170",54,124973,3487,2170,49
"2171",33,125201,3175,2171,386
"2172",37,125201,3515,2172,386
"2173",39,125201,3856,2173,386
"2174",41,125201,2892,2174,386
"2175",43,125201,3062,2175,386
"2176",39,125383,2353,2176,438
"2177",41,125383,3629,2177,438
"2178",44,125383,326,2178,438
"2179",47,125383,3487,2179,438
"2180",48,125383,3685,2180,438
"2181",36,125427,33,2181,40
"2182",38,125427,344,2182,40
"2183",41,125427,317,2183,40
"2184",42,125427,2807,2184,40
"2185",43,125427,291,2185,40
"2186",34,125797,3147,2186,386
"2187",37,125797,3629,2187,386
"2188",39,125797,3515,2188,386
"2189",41,125797,3487,2189,386
"2190",42,125797,3118,2190,386
"2191",34,125947,3033,2191,39
"2192",38,125947,2807,2192,39
"2193",40,125947,2778,2193,39
"2194",41,125947,2665,2194,39
"2195",42,125947,2722,2195,39
"2196",35,126153,326,2196,394
"2197",37,126153,3402,2197,394
"2198",38,126153,4054,2198,394
"2199",43,126153,3572,2199,394
"2200",44,126153,3203,2200,394
"2201",38,126160,3289,2201,426
"2202",39,126160,3402,2202,426
"2203",44,126160,3657,2203,426
"2204",45,126160,3884,2204,426
"2205",47,126160,3997,2205,426
"2206",37,126531,2778,2206,416
"2207",41,126531,3799,2207,416
"2208",42,126531,2325,2208,416
"2209",43,126531,3799,2209,416
"2210",45,126531,3317,2210,416
"2211",38,126634,3969,2211,412
"2212",39,126634,2438,2212,412
"2213",40,126634,2013,2213,412
"2214",42,126634,3997,2214,412
"2215",47,126634,1417,2215,412
"2216",42,127303,36,2216,454
"2217",43,127303,2495,2217,454
"2218",46,127303,3629,2218,454
"2219",47,127303,3941,2219,454
"2220",49,127303,3487,2220,454
"2221",43,127474,3033,2221,456
"2222",44,127474,992,2222,456
"2223",46,127474,3544,2223,456
"2224",47,127474,2948,2224,456
"2225",48,127474,3232,2225,456
"2226",37,127602,3175,2226,402
"2227",38,127602,309,2227,402
"2228",40,127602,3856,2228,402
"2229",42,127602,3799,2229,402
"2230",44,127602,309,2230,402
"2231",36,127727,258,2231,404
"2232",39,127727,3515,2232,404
"2233",41,127727,3487,2233,404
"2234",42,127727,275,2234,404
"2235",44,127727,3033,2235,404
"2236",35,127742,309,2236,386
"2237",37,127742,2778,2237,386
"2238",38,127742,652,2238,386
"2239",41,127742,309,2239,386
"2240",42,127742,3062,2240,386
"2241",34,128002,301,2241,378
"2242",36,128002,293,2242,378
"2243",37,128002,31,2243,378
"2244",39,128002,3147,2244,378
"2245",43,128002,3799,2245,378
"2246",36,128321,1871,2246,398
"2247",39,128321,275,2247,398
"2248",40,128321,292,2248,398
"2249",41,128321,2863,2249,398
"2250",43,128321,2013,2250,398
"2251",38,128572,33,2251,414
"2252",40,128572,348,2252,414
"2253",42,128572,394,2253,414
"2254",43,128572,33,2254,414
"2255",44,128572,392,2255,414
"2256",40,128766,3459,2256,444
"2257",43,128766,4167,2257,444
"2258",44,128766,2155,2258,444
"2259",47,128766,3714,2259,444
"2260",48,128766,3118,2260,444
"2261",37,129167,3118,2261,416
"2262",38,129167,3033,2262,416
"2263",42,129167,3487,2263,416
"2264",45,129167,2948,2264,416
"2265",46,129167,3345,2265,416
"2266",36,129209,2977,2266,412
"2267",39,129209,3033,2267,412
"2268",41,129209,3119,2268,412
"2269",44,129209,292,2269,412
"2270",46,129209,322,2270,412
"2271",35,129336,26,2271,412
"2272",40,129336,2466,2272,412
"2273",42,129336,275,2273,412
"2274",44,129336,309,2274,412
"2275",45,129336,363,2275,412
"2276",39,129641,3487,2276,416
"2277",40,129641,3374,2277,416
"2278",42,129641,2892,2278,416
"2279",43,129641,3544,2279,416
"2280",44,129641,3629,2280,416
"2281",36,129676,2523,2281,394
"2282",38,129676,2013,2282,394
"2283",39,129676,2438,2283,394
"2284",41,129676,2438,2284,394
"2285",43,129676,2863,2285,394
"2286",37,130419,3033,2286,41
"2287",38,130419,338,2287,41
"2288",41,130419,3827,2288,41
"2289",43,130419,3402,2289,41
"2290",46,130419,3515,2290,41
"2291",36,130422,2977,2291,392
"2292",37,130422,3345,2292,392
"2293",39,130422,3629,2293,392
"2294",41,130422,3062,2294,392
"2295",43,130422,36,2295,392
"2296",35,131810,3487,2296,38
"2297",37,131810,3941,2297,38
"2298",38,131810,3147,2298,38
"2299",39,131810,258,2299,38
"2300",41,131810,3402,2300,38
"2301",38,132182,29,2301,412
"2302",40,132182,27,2302,412
"2303",41,132182,332,2303,412
"2304",43,132182,309,2304,412
"2305",44,132182,319,2305,412
"2306",41,132331,275,2306,466
"2307",45,132331,2778,2307,466
"2308",48,132331,3289,2308,466
"2309",49,132331,3005,2309,466
"2310",50,132331,3374,2310,466
"2311",35,132515,2523,2311,388
"2312",38,132515,2722,2312,388
"2313",39,132515,3119,2313,388
"2314",40,132515,3289,2314,388
"2315",42,132515,2807,2315,388
"2316",36,132545,326,2316,416
"2317",41,132545,343,2317,416
"2318",42,132545,292,2318,416
"2319",44,132545,343,2319,416
"2320",45,132545,3402,2320,416
"2321",36,132627,30,2321,388
"2322",37,132627,322,2322,388
"2323",39,132627,274,2323,388
"2324",40,132627,243,2324,388
"2325",42,132627,308,2325,388
"2326",45,132655,4054,2326,486
"2327",46,132655,4423,2327,486
"2328",49,132655,4026,2328,486
"2329",51,132655,5046,2329,486
"2330",52,132655,4621,2330,486
"2331",34,133448,2325,2331,392
"2332",37,133448,36,2332,392
"2333",39,133448,292,2333,392
"2334",42,133448,323,2334,392
"2335",44,133448,355,2335,392
"2336",38,133685,3459,2336,416
"2337",40,133685,2863,2337,416
"2338",42,133685,2693,2338,416
"2339",43,133685,3345,2339,416
"2340",45,133685,3345,2340,416
"2341",37,133738,2296,2341,394
"2342",38,133738,2948,2342,394
"2343",39,133738,2523,2343,394
"2344",41,133738,2523,2344,394
"2345",42,133738,2948,2345,394
"2346",36,135114,3033,2346,414
"2347",38,135114,3033,2347,414
"2348",42,135114,2608,2348,414
"2349",45,135114,51,2349,414
"2350",46,135114,312,2350,414
"2351",35,135158,1985,2351,378
"2352",36,135158,2948,2352,378
"2353",37,135158,3487,2353,378
"2354",39,135158,3402,2354,378
"2355",42,135158,2637,2355,378
"2356",34,135227,371,2356,392
"2357",38,135227,39,2357,392
"2358",40,135227,33,2358,392
"2359",41,135227,309,2359,392
"2360",43,135227,274,2360,392
"2361",36,135719,2495,2361,398
"2362",37,135719,2665,2362,398
"2363",40,135719,2637,2363,398
"2364",42,135719,2155,2364,398
"2365",44,135719,2948,2365,398
"2366",35,135992,3033,2366,388
"2367",36,135992,343,2367,388
"2368",38,135992,3686,2368,388
"2369",41,135992,3657,2369,388
"2370",44,135992,3289,2370,388
"2371",35,136405,361,2371,378
"2372",36,136405,20,2372,378
"2373",38,136405,312,2373,378
"2374",39,136405,34,2374,378
"2375",41,136405,33,2375,378
"2376",38,137091,3771,2376,42
"2377",39,137091,326,2377,42
"2378",41,137091,3062,2378,42
"2379",45,137091,3799,2379,42
"2380",47,137091,3033,2380,42
"2381",35,137135,3119,2381,388
"2382",37,137135,36,2382,388
"2383",38,137135,3232,2383,388
"2384",41,137135,4196,2384,388
"2385",43,137135,3289,2385,388
"2386",36,137159,2466,2386,404
"2387",38,137159,275,2387,404
"2388",40,137159,2778,2388,404
"2389",43,137159,2977,2389,404
"2390",45,137159,2948,2390,404
"2391",38,137222,3856,2391,414
"2392",40,137222,3232,2392,414
"2393",41,137222,36,2393,414
"2394",43,137222,3742,2394,414
"2395",45,137222,3742,2395,414
"2396",35,137511,2693,2396,402
"2397",38,137511,343,2397,402
"2398",41,137511,3317,2398,402
"2399",43,137511,2325,2399,402
"2400",44,137511,3289,2400,402
"2401",40,138452,2353,2401,444
"2402",41,138452,3204,2402,444
"2403",46,138452,2892,2403,444
"2404",47,138452,3005,2404,444
"2405",48,138452,2381,2405,444
"2406",39,138585,309,2406,432
"2407",40,138585,3345,2407,432
"2408",44,138585,3062,2408,432
"2409",46,138585,2892,2409,432
"2410",47,138585,3203,2410,432
"2411",38,138960,3629,2411,418
"2412",40,138960,3232,2412,418
"2413",42,138960,3147,2413,418
"2414",44,138960,3657,2414,418
"2415",45,138960,3005,2415,418
"2416",36,138967,3033,2416,40
"2417",39,138967,3289,2417,40
"2418",40,138967,3147,2418,40
"2419",41,138967,3345,2419,40
"2420",44,138967,3317,2420,40
"2421",37,139082,2948,2421,42
"2422",40,139082,258,2422,42
"2423",43,139082,2665,2423,42
"2424",44,139082,3232,2424,42
"2425",46,139082,224,2425,42
"2426",37,139354,288,2426,428
"2427",42,139354,262,2427,428
"2428",44,139354,2041,2428,428
"2429",45,139354,303,2429,428
"2430",46,139354,208,2430,428
"2431",37,140716,2722,2431,404
"2432",38,140716,3856,2432,404
"2433",40,140716,2835,2433,404
"2434",42,140716,2608,2434,404
"2435",45,140716,2948,2435,404
"2436",37,141140,286,2436,424
"2437",42,141140,1305,2437,424
"2438",43,141140,256,2438,424
"2439",44,141140,2381,2439,424
"2440",46,141140,2608,2440,424
"2441",33,141230,2268,2441,378
"2442",37,141230,3856,2442,378
"2443",38,141230,4366,2443,378
"2444",40,141230,3459,2444,378
"2445",41,141230,2466,2445,378
"2446",38,141383,2835,2446,408
"2447",39,141383,3033,2447,408
"2448",40,141383,2126,2448,408
"2449",42,141383,2665,2449,408
"2450",45,141383,2665,2450,408
"2451",37,141696,309,2451,412
"2452",39,141696,3544,2452,412
"2453",40,141696,36,2453,412
"2454",44,141696,377,2454,412
"2455",46,141696,4054,2455,412
"2456",36,141866,275,2456,392
"2457",37,141866,343,2457,392
"2458",40,141866,3175,2458,392
"2459",41,141866,3232,2459,392
"2460",42,141866,3771,2460,392
"2461",42,142071,2863,2461,466
"2462",43,142071,2977,2462,466
"2463",48,142071,332,2463,466
"2464",49,142071,292,2464,466
"2465",51,142071,305,2465,466
"2466",37,142194,326,2466,414
"2467",40,142194,3544,2467,414
"2468",42,142194,3033,2468,414
"2469",43,142194,3345,2469,414
"2470",45,142194,4054,2470,414
"2471",35,142374,4706,2471,384
"2472",37,142374,3629,2472,384
"2473",38,142374,3657,2473,384
"2474",40,142374,4054,2474,384
"2475",42,142374,3742,2475,384
"2476",35,142645,3033,2476,392
"2477",37,142645,2608,2477,392
"2478",39,142645,3317,2478,392
"2479",41,142645,2495,2479,392
"2480",44,142645,2863,2480,392
"2481",40,142682,3005,2481,444
"2482",43,142682,275,2482,444
"2483",45,142682,2807,2483,444
"2484",46,142682,3289,2484,444
"2485",48,142682,3289,2485,444
"2486",34,143516,34,2486,388
"2487",36,143516,35,2487,388
"2488",39,143516,324,2488,388
"2489",42,143516,398,2489,388
"2490",43,143516,30,2490,388
"2491",36,143942,273,2491,398
"2492",39,143942,2375,2492,398
"2493",40,143942,246,2493,398
"2494",41,143942,851,2494,398
"2495",43,143942,293,2495,398
"2496",34,143950,314,2496,382
"2497",35,143950,318,2497,382
"2498",38,143950,341,2498,382
"2499",41,143950,3175,2499,382
"2500",43,143950,337,2500,382
"2501",36,144038,3119,2501,39
"2502",38,144038,3515,2502,39
"2503",39,144038,3515,2503,39
"2504",41,144038,3856,2504,39
"2505",41,144038,3856,2505,39
"2506",39,144878,2948,2506,438
"2507",42,144878,2325,2507,438
"2508",44,144878,3033,2508,438
"2509",46,144878,3317,2509,438
"2510",48,144878,3033,2510,438
"2511",36,145016,311,2511,396
"2512",38,145016,174,2512,396
"2513",39,145016,315,2513,396
"2514",41,145016,268,2514,396
"2515",44,145016,246,2515,396
"2516",38,145161,343,2516,41
"2517",39,145161,3204,2517,41
"2518",41,145161,3005,2518,41
"2519",43,145161,3317,2519,41
"2520",44,145161,3177,2520,41
"2521",39,145315,3062,2521,426
"2522",41,145315,3856,2522,426
"2523",43,145315,2977,2523,426
"2524",44,145315,4167,2524,426
"2525",46,145315,3005,2525,426
"2526",39,145442,258,2526,432
"2527",40,145442,2466,2527,432
"2528",43,145442,25,2528,432
"2529",46,145442,241,2529,432
"2530",48,145442,3232,2530,432
"2531",36,145544,309,2531,394
"2532",38,145544,261,2532,394
"2533",39,145544,2693,2533,394
"2534",41,145544,123,2534,394
"2535",43,145544,292,2535,394
"2536",41,146223,3175,2536,448
"2537",44,146223,2637,2537,448
"2538",45,146223,1843,2538,448
"2539",46,146223,3033,2539,448
"2540",48,146223,3119,2540,448
"2541",39,146407,332,2541,438
"2542",42,146407,361,2542,438
"2543",44,146407,375,2543,438
"2544",46,146407,3289,2544,438
"2545",48,146407,4139,2545,438
"2546",39,146507,353,2546,426
"2547",40,146507,3317,2547,426
"2548",43,146507,3912,2548,426
"2549",44,146507,3771,2549,426
"2550",47,146507,4054,2550,426
"2551",47,147192,3402,2551,51
"2552",49,147192,2807,2552,51
"2553",51,147192,3686,2553,51
"2554",53,147192,3119,2554,51
"2555",55,147192,309,2555,51
"2556",36,147368,3374,2556,386
"2557",37,147368,3289,2557,386
"2558",38,147368,2892,2558,386
"2559",40,147368,3175,2559,386
"2560",42,147368,3033,2560,386
"2561",35,147873,3686,2561,39
"2562",38,147873,3686,2562,39
"2563",39,147873,3742,2563,39
"2564",41,147873,3856,2564,39
"2565",42,147873,3799,2565,39
"2566",36,148362,292,2566,398
"2567",38,148362,326,2567,398
"2568",40,148362,3289,2568,398
"2569",42,148362,3402,2569,398
"2570",43,148362,3118,2570,398
"2571",36,148371,36,2571,384
"2572",37,148371,3487,2572,384
"2573",38,148371,2693,2573,384
"2574",40,148371,3969,2574,384
"2575",41,148371,3544,2575,384
"2576",37,148546,32,2576,404
"2577",38,148546,306,2577,404
"2578",40,148546,299,2578,404
"2579",41,148546,306,2579,404
"2580",46,148546,281,2580,404
"2581",34,148566,3119,2581,39
"2582",38,148566,3487,2582,39
"2583",40,148566,3912,2583,39
"2584",41,148566,36,2584,39
"2585",42,148566,4026,2585,39
"2586",38,149160,292,2586,418
"2587",40,149160,30,2587,418
"2588",42,149160,332,2588,418
"2589",44,149160,292,2589,418
"2590",45,149160,2353,2590,418
"2591",37,149557,2552,2591,396
"2592",38,149557,309,2592,396
"2593",39,149557,2041,2593,396
"2594",41,149557,258,2594,396
"2595",43,149557,2637,2595,396
"2596",37,149603,68,2596,404
"2597",39,149603,261,2597,404
"2598",40,149603,331,2598,404
"2599",42,149603,3119,2599,404
"2600",44,149603,3515,2600,404
"2601",36,149693,3657,2601,398
"2602",38,149693,241,2602,398
"2603",40,149693,309,2603,398
"2604",42,149693,36,2604,398
"2605",43,149693,3742,2605,398
"2606",38,149749,3033,2606,42
"2607",40,149749,36,2607,42
"2608",42,149749,3459,2608,42
"2609",44,149749,3544,2609,42
"2610",46,149749,3799,2610,42
"2611",40,149886,254,2611,45
"2612",42,149886,2013,2612,45
"2613",46,149886,2778,2613,45
"2614",48,149886,2183,2614,45
"2615",49,149886,2183,2615,45
"2616",39,150567,3572,2616,432
"2617",41,150567,3969,2617,432
"2618",43,150567,3515,2618,432
"2619",45,150567,3827,2619,432
"2620",48,150567,3912,2620,432
"2621",44,150674,2381,2621,466
"2622",45,150674,3856,2622,466
"2623",47,150674,275,2623,466
"2624",48,150674,2948,2624,466
"2625",49,150674,2835,2625,466
"2626",41,150680,3033,2626,436
"2627",42,150680,3657,2627,436
"2628",43,150680,3402,2628,436
"2629",44,150680,3657,2629,436
"2630",48,150680,3742,2630,436
"2631",36,150770,3175,2631,394
"2632",37,150770,2948,2632,394
"2633",38,150770,3487,2633,394
"2634",42,150770,3629,2634,394
"2635",44,150770,3459,2635,394
"2636",39,150974,3884,2636,44
