FAMID,NEIGHID,ATTAIN,DEPRIVE
2156,827,-0.36,0.97
2157,827,1.14,0.97
2158,827,0.56,0.97
2159,827,0.39,0.97
2160,827,-1.33,0.97
2161,828,-0.13,1.03
2162,828,-1.33,1.03
2163,828,0.26,1.03
2164,828,-0.13,1.03
2165,828,1.14,1.03
2166,829,-1.33,1.07
2167,829,0.16,1.07
2168,829,-1.33,1.07
2169,831,1.52,0.58
2170,831,0.26,0.58
2171,831,-0.36,0.58
2172,832,-1.33,1.05
2173,833,1.14,0.81
2174,834,2.42,0.96
2175,835,-1.33,0.57
2176,835,0.74,0.57
2177,836,0.39,0.39
2178,836,0.26,0.39
2179,836,-1.33,0.39
2180,836,1.14,0.39
2181,837,0.16,0.26
2182,837,0.56,0.26
2183,837,1.14,0.26
2184,838,-1.33,0.64
2185,838,-0.36,0.64
2186,838,-0.13,0.64
2187,838,0.03,0.64
2188,839,-1.33,0.66
2189,839,-0.36,0.66
2190,839,0.56,0.66
2191,840,-1.33,0.75
2192,861,0.26,1.76
2193,861,0.91,1.76
2194,861,0.16,1.76
2195,861,-0.13,1.76
2196,862,-0.36,3.58
2197,863,0.56,0.92
2198,863,0.74,0.92
2199,863,0.39,0.92
2200,863,-0.36,0.92
2201,863,0.56,0.92
2202,863,0.56,0.92
2203,863,0.39,0.92
2204,863,1.52,0.92
2205,864,0.74,1
2206,864,0.74,1
2207,864,-0.13,1
2208,864,-0.36,1
2209,865,0.91,0.56
2210,865,1.52,0.56
2211,865,2.42,0.56
2212,865,2.42,0.56
2213,865,-0.13,0.56
2214,866,0.16,0.43
2215,866,0.26,0.43
2216,866,2.42,0.43
2217,866,-0.36,0.43
2218,867,-0.58,1.48
2219,1057,1.52,0.38
2220,1057,-0.13,0.38
2221,1057,2.42,0.38
2222,1058,2.42,0.47
2223,1058,1.52,0.47
2224,1059,-0.36,0.24
2225,1059,1.52,0.24
2226,1059,0.56,0.24
2227,1060,-1.33,0.41
2228,1060,0.16,0.41
2229,1060,0.74,0.41
2230,1061,1.14,0.14
2231,1061,2.42,0.14
2232,1061,2.42,0.14
2233,1062,0.91,0.6
2234,1062,2.42,0.6
2235,1062,1.52,0.6
2236,1062,2.42,0.6
2237,1062,1.52,0.6
2238,1062,0.39,0.6
2239,1063,-0.36,0.57
2240,1063,1.52,0.57
2241,1063,0.91,0.57
2242,1063,2.42,0.57
2243,1064,0.39,1.08
2244,1064,0.74,1.08
2245,1064,0.26,1.08
2246,1064,-1.33,1.08
2247,1064,-0.36,1.08
2248,1065,0.91,0.6
2249,1065,-0.36,0.6
2250,1065,0.26,0.6
2251,1066,0.39,1.13
2252,1066,2.42,1.13
2253,1066,-0.13,1.13
2254,1067,-0.36,1.82
2255,1067,-0.13,1.82
2256,1068,-0.58,1.04
2257,1069,-0.36,0.62
2258,1069,-0.13,0.62
2259,1070,0.39,0.79
2260,1070,-0.36,0.79
2261,1070,0.74,0.79
2262,1071,-0.36,0.79
2263,1071,0.74,0.79
2264,1072,0.91,0.68
2265,1072,0.16,0.68
2266,1072,0.03,0.68
2267,1072,0.56,0.68
2268,1072,0.74,0.68
2269,1072,-0.36,0.68
2270,1072,0.39,0.68
2271,1073,0.39,0.52
2272,1073,1.52,0.52
2273,1073,-0.13,0.52
2274,1073,0.91,0.52
2275,1073,0.56,0.52
2276,1073,0.56,0.52
2277,1073,0.74,0.52
2278,1073,0.74,0.52
2279,1073,0.74,0.52
2280,1073,0.74,0.52
2281,1074,2.42,1.59
2282,1074,0.91,1.59
2283,1074,-0.58,1.59
2284,1074,-0.36,1.59
2285,1074,-0.36,1.59
2286,1075,1.52,0.26
2287,1075,1.14,0.26
2288,1075,1.14,0.26
2289,1075,2.42,0.26
2290,1075,2.42,0.26
2291,1077,-1.33,1.23
2292,1078,1.14,0.67
2293,1078,0.16,0.67
2294,1079,1.14,0.73
2295,1079,1.14,0.73
2296,1087,2.42,0.2
2297,1088,1.14,0.4
2298,1088,0.39,0.4
2299,1088,2.42,0.4
2300,1090,1.52,0.58
2301,1091,1.52,0.78
2302,1092,0.39,0.93
2303,1095,0.16,0.71
2304,1095,0.74,0.71
2305,1095,1.14,0.71
2306,1096,1.52,0.91
2307,1096,1.52,0.91
2308,1096,2.42,0.91
2309,1097,1.14,0.49
2310,1098,1.52,0.79
